route_id,route_short_name,agency_id,route_type,route_long_name
272GG,272GG,TGSRTC,3,272BJ-JEEDIMETLA-TO-BAHADURPALLY DOBUL BEDROOMSJDM
272GM,272GM,TGSRTC,3,272GM-MEDCHAL-AYODHYA-GANDIMAISAMMA-MDCL
272GP,272GP,TGSRTC,3,272GP - SECUNDERABAD- GIRMAPUR
272GS,272GS,TGSRTC,3,272GS-GUNDLAPOCHAMPALLY-TO-SECUNDERABAD-JDM
272GY,272GY,TGSRTC,3,272GY-GOUDAVELLI-TO-SECUNDERABAD-JDM
272I,272I,TGSRTC,3,29J_JBS_TO_SECUNDRABAD_JDM
272J,272J,TGSRTC,3,272J-JEEDIMETLADEPO-TO-GANDIMISAMMA-JDM
272S,272S,TGSRTC,3,283RG-RAJEEVGRUHAKALPHA-TO- SAIBABANAGARSECUNDERABAD-JDM
277,277,TGSRTC,3,277_IBRAHIMPATNAM-TO-MGBS-IBP
277/412,277/412,TGSRTC,3,277/412-IS SADN-MALL-IBP
277/422,277/422,TGSRTC,3,422-DANDIMAILARAM NAGANPALLY- MGBS-IBP
277/427,277/427,TGSRTC,3,277/427-WOMENS COLLEGE-TO-CHANDKHAN GUDA-IBP
277/431,277/431,TGSRTC,3,439-KB TANDA-MGBS-IBP
277/439,277/439,TGSRTC,3,277/439-MGBS-TO-PC TANDA-IBP
277B,277B,TGSRTC,3,277B-WOMENS COLLEGE-TO-BRAMANAPALLY-IBP
277BH,277BH,TGSRTC,3,277VH-HAYATHNAGAR-RAITHU BAZAR-NGOS COLONY-TO-IBRAHIMPATNAM-HYT2
277D,277D,TGSRTC,3,277D-KACHIGUDA-TO-IBRAHIMPATNAM-IBP
277D/486,277D/486,TGSRTC,3,277D/486-WOMENS COLLEGE-TO-BEGUMPET-IBP
277D/S,277D/S,TGSRTC,3,277D/S-NADARGUL-SECUNDERABAD-MDN
277H,277H,TGSRTC,3,277H-IBRAHIMPATNAM-TO-HYATHNAGAR-IBP
277K,277K,TGSRTC,3,277K-KONGARAKALAN-TO-MIYAPUR X ROADS
277L,277L,TGSRTC,3,277L-LB NAGAR-TO-KURMIDDA-IBP
277M,277M,TGSRTC,3,277M-W/COLLEGE-MM KUNTA-IBP
277MP,277MP,TGSRTC,3,277MP-IBRAHIMPATNAM-MHEDIPATNAM-IBP
277N,277N,TGSRTC,3,277N-NADERGUL-WOMENS COLLEGE-MDN
277P,277P,TGSRTC,3,277P-IS SADN-TO-VELIMINEDU-IBP
277R,277R,TGSRTC,3,277R-RAMDAS PALLY-TO-IBRAHIMPATNAM-IBP
277S,277S,TGSRTC,3,277S-IBRAHIMPATNAM-TO-SECRETARITE-IBP
277Y,277Y,TGSRTC,3,277Y-YAMJAL-TO-W/COLLEGE-IBP
279,279,TGSRTC,3,279-SILVER-JBS-TO-IBRAHIMPATNAM
279L,279L,TGSRTC,3,277B-WOMENS COLLEGE-TO-BRAMANAPALLY-IBP
279U,279U,TGSRTC,3,277_IBRAHIMPATNAM-TO-MGBS-IBP
279WK,279WK,TGSRTC,3,279WK-RR COLLECTORATE-TO-JBS-CNT
280,280,TGSRTC,3,280-SILVER-SECUNDERABAD-TO-GHATKESAR
280/20M,280/20M,TGSRTC,3,280/20M-GHATKESAR-TO-SECRETARIAT-CGCL
280/488,280/488,TGSRTC,3,280/488-SECUNDERABAD-TO-GHATKESAR-MAHADEVPUR-CGCL
280/544,280/544,TGSRTC,3,280/544-FAKEERGUDA-GHATKESAR-TO-SECUNDERABAD-CGCL
280/564,280/564,TGSRTC,3,280/564-NAGIREDDY PALLY-TO-SECUNDERABAD-CNT
280/5K,280/5K,TGSRTC,3,280/5K-SECRETARIAT-TO-GHATKESAR-CGCL
280B,280B,TGSRTC,3,280B-BOGARAM-TO-SECUNDERABAD-UPL
280E,280E,TGSRTC,3,280E-SECUNDERABAD-TO-EDULABAD-CGCL
280I,280I,TGSRTC,3,280I-SECUNDERABAD-TO-INFOSYS-UPL
280J,280J,TGSRTC,3,280J-SILVER ROUTE-GHATKESAR-TO-SECUNDERABAD-JBS
280M,280M,TGSRTC,3,280M-MSR COLONY-TO-UPPAL X ROAD-UPL
280N,280N,TGSRTC,3,280N-SECUNDERABAD-TO-NFC NAGAR-UPL
280R,280R,TGSRTC,3,280R-UPPAL X ROAD-TO-RAJIV GRUHAKALPA-UPL
280X,280X,TGSRTC,3,280X-GHATKESAR-TO-UPPAL BUS STAND-UPL
281,281,TGSRTC,3,3K-SILVER-ECIL-TO-AFZALGUNJ
281/25S,281/25S,TGSRTC,3,281/25S-GHATKESAR-TO-SUCHITRA-HPT
282K,282K,TGSRTC,3,282K-SILVER TOUTE-GHATKESAR-TO-KONDAPUR-KG
283C,283C,TGSRTC,3,283C-SURARAMCOLONY-TO-JEEDIMETLADEPO-JDM
283K,283K,TGSRTC,3,283K-KORRAMULA-TO-CHENGICHERLA DEPOT-CGCL
283KX,283KX,TGSRTC,3,283KX-JEEDEMETLA-TO-KRISHNANAGAR-JDM
283RG,283RG,TGSRTC,3,272DB-SECUNDERTABAD-TO-BAHADURPALLY DOBUL BEDROOMSJDM
283RX,283RX,TGSRTC,3,283C-JEEDIMETLADEPO-SURARAMCOLONY-JDM
283S,283S,TGSRTC,3,29B-JDM-JEEDIMETLA DEPOT-TO-SECUNDERABAD
283T,283T,TGSRTC,3,283T-TENUGUDEM-TO-UPPALXROAD-UPL
283V,283V,TGSRTC,3,283V-VISHWAKARMA COLONY-TO-SECUNDERABAD-JDM
283X,283X,TGSRTC,3,283C-JEEDIMETLADEPO-SURARAMCOLONY-JDM
284P,284P,TGSRTC,3,284SP-SAI PRIYA NAGAR-SECUNDARABAD-UPL
284SP,284SP,TGSRTC,3,284SP-SECUNDARABAD-MAHESWARAM COLONY-UPL
288,288,TGSRTC,3,288D-SILVER-BALAJI TEMPLE-TO-MEHDIPATNAM
288A,288A,TGSRTC,3,288A-AMDAPUR-KASIMBOWLI-MEHDIPATNAM-MP
288B,288B,TGSRTC,3,288B-MEHDIPATNAM-TO-BAKARAM-MP
288C,288C,TGSRTC,3,288C-APPOJI GUDA-TO-MEHDIPATNAM-MP
288D,288D,TGSRTC,3,288D-MEHDIPATNAM DEPOT-TO-BALAJI TEMPLE-MP
288D/49M,288D/49M,TGSRTC,3,288D/49M-BALAJI TEMPLE-TO-SECUNDERABAD-MP
288K,288K,TGSRTC,3,288K-KOTI-TO-MOINABAD-MSRD2
288M,288M,TGSRTC,3,593-CHEVELLA-TO-MEHDIPATNAM-MP
288N,288N,TGSRTC,3,288N-MEHDIPATNAM-TO-BAKARAM-MP
288N/B,288N/B,TGSRTC,3,288N-MEHDIPATNAM-TO-BAKARAM-MP
288P,288P,TGSRTC,3,288P-PEDDAMANGALARAM-TO-MEHDIPATNAM-MP
288R,288R,TGSRTC,3,288R-MEHDIPATNAM-AGUDA-CHANDA NAGAR-CHINNAMANGALARAM-MP
288S,288S,TGSRTC,3,288S-MEHDIPATNAM DEPOT-TO-SRIRAMNAGAR-MP
288XR,288XR,TGSRTC,3,288-SILVER ROUTE-MEHDIPATNAM-TO-MOINABAD-MP
288Y,288Y,TGSRTC,3,593-CHEVELLA-TO-MEHDIPATNAM-MP
290,290,TGSRTC,3,290-SILVER-CHILKALAGUDA-RAITHU BAZAR-TO-HAYATHNAGAR
290A/U,290A/U,TGSRTC,3,290A/U-ANAJPUR-TO-JBS-HYT1
290K,290K,TGSRTC,3,290K-ANAJPUR-JBS-HYT1
290K/J,290K/J,TGSRTC,3,290K/J-RAJIVGRUHAKALPA-JBS-HYT1
290K/P,290K/P,TGSRTC,3,290K/P-JBS-HAYATHNAGAR--TO-KAWADIPALLY-HYT2
290S,290S,TGSRTC,3,290S-JBS TO SURYANAGAR SHIVALAYAM
290T/S,290T/S,TGSRTC,3,290T/S-JBS-THORROUR-HYT1
290U,290U,TGSRTC,3,290U/250-SILVER-HAYATHNAGAR-TO-CHERLAPALLY
290U/201,290U/201,TGSRTC,3,290U/201-BACHARAM-JBS-HYT1
290U/201P,290U/201P,TGSRTC,3,290U/201P-PASUMAMULA-TO-JBS-HYT1
290U/201T,290U/201T,TGSRTC,3,290U/201T-JBS-KUNTLOOR-TO-TARAMATHIPET-HYT2
290U/202T,290U/202T,TGSRTC,3,290U/202T-JBS-MUNGANOOR-TO-KOHEDA-HYT2
290U/204,290U/204,TGSRTC,3,204-KOTI WOMENS COLLEGE-TO--GANDICHERUVU-HYT1
290U/205B,290U/205B,TGSRTC,3,290U/205B-BALIJAGUDA-ABDULLAPURMET-TO-SECUNDERABAD-HYT2
290U/205M,290U/205M,TGSRTC,3,290U/205M-MAJEEDPUR-JBS-HYT1
290U/205T,290U/205T,TGSRTC,3,290U/205T-SECUNDERABAD-ABDULLAPURMET-TO-TARAMATIPET-HYT2
290U/206,290U/206,TGSRTC,3,290U/206-JBS-TO-KOTHAGUDEM-HYT1
290U/20T,290U/20T,TGSRTC,3,290U/20T-TARAMATHIPET-KUNTLOOR -TO-JBS-HYT1
290U/229,290U/229,TGSRTC,3,290U/229-MEDCHAL KLR-TO-HAYATHNAGAR-HYT2
290U/250,290U/250,TGSRTC,3,290L/250-LB NAGAR/CHERLAPALLI
290U/463,290U/463,TGSRTC,3,290U/463-JBS-TO-DESHMUKHI-HYT2
290U/555,290U/555,TGSRTC,3,290U/555-SECUNDRABAD-TO-CHOUTUPPAL-HYT1
290U/F,290U/F,TGSRTC,3,290U/F-ABDULLAPUR METTU-UPPAL-TO-JBS-HYT2
290U/J,290U/J,TGSRTC,3,290U/J-JNNURM COLONY-TO-JBS-HYT1
290W,290W,TGSRTC,3,290W-WORD&DEED-AUTO NAGAR-TO-JBS-HYT2
291,291,TGSRTC,3,291-SECUNDERABAD-TO-GOWRELLY-BDG
299,299,TGSRTC,3,555-DILSUKHNAGAR-TO-CHOUTUPPAL_C/O_HYT1
299D,299D,TGSRTC,3,299D-SILVER-HAYATHNAGAR-TO-DILSUKHNAGAR-HYT2
299/N,299/N,TGSRTC,3,299/N HAYATHNAGAR _TO_EXHIBITION GROUND
299N,299N,TGSRTC,3,Exhibtion ground _to_LB Nagar
299X,299X,TGSRTC,3,205F-ABDULLAPURMET-HAYATHNAGAR DEPO-HYT1
29B,29B,TGSRTC,3,272J-JEEDIMETLADEPO-TO-GANDIMISAMMA-JDM
29B/272G,29B/272G,TGSRTC,3,29B-JDM-JEEDIMETLA DEPOT-TO-SECUNDERABAD
29B/272J,29B/272J,TGSRTC,3,29B-JDM-JEEDIMETLA DEPOT-TO-SECUNDERABAD
29CD,29CD,TGSRTC,3,29CD-SECUNDERABAD-TO-Dilkush Naga-JDM
29J,29J,TGSRTC,3,29J_SECUNDRABAD_TO_JBS_JDM
29Q,29Q,TGSRTC,3,29Q-QUTHBULLAPURVILLAGE-TO-SECUNDERABAD-JDM
29R,29R,TGSRTC,3,29R-SECUNDERABAD-TO-RAMREDDY NAGAR-JDM
29S,29S,TGSRTC,3,29S-SUBHASH NAGAR-TO-SECUNDERABAD-JDM
2C,2C,TGSRTC,3,2C-SILVER ROUTE-SECUNDERABAD-TO-BARKAS
2J,2J,TGSRTC,3,2J-JIYAGUDA KHT-TO-SECUNDERABAD-KCG
2K,2K,TGSRTC,3,1-SILVER ROUTE-AFZAL GUNJ-TO-CBS
2U,2U,TGSRTC,3,2U-FAROOQNAGAR-TO-SECUNDRABAD-FQNR
2V,2V,TGSRTC,3,2V-MUSHEERABAD DEPO-KACHIGUDA STASTION-MSRD
3,3,TGSRTC,3,3K-SILVER ROUTE-AFZAL GUNJ-TO-CBS
30,30,TGSRTC,3,30-SILVER-SECUNDERABAD-TO-JAGATHGIRI GUTTA
300,300,TGSRTC,3,92A-SILVER-ARAMGHAR-TO-MEHDIPATNAM
300/118W,300/118W,TGSRTC,3,300/118W-JBS-LB NAGAR-TO-WAVEROCK-HYT2
300/217,300/217,TGSRTC,3,300/217-PATANCHERUVU-LB NAGAR-MDN
300/242,300/242,TGSRTC,3,300/242 -MIDHANI DEPOT -TO-DRDO YADGARPALLE-MDN
300/251,300/251,TGSRTC,3,300/251-LB NAGAR-SHAMSHABAD-MDN
300/251A,300/251A,TGSRTC,3,300/251AK-UPPAL X ROAD--ALIKOLTHANDA-RJNR
300/253,300/253,TGSRTC,3,300/253-LBNAGAR-TO-MAHESHVARAMDEPOT-VIA-CGUTTA-MHRM
300/453,300/453,TGSRTC,3,300/453-GUDUR-TO-LB NAGAR
300/477,300/477,TGSRTC,3,477-THIMMAPUR-TO-ISSADAN-MHRM
300/532,300/532,TGSRTC,3,300/532-KOTHUR-TO-UPL_MIDHANI
300A,300A,TGSRTC,3,300A - ARAMGHAR - L B NAGAR - MDN
300A/216,300A/216,TGSRTC,3,300A/216-LINGAMPALLY TO ARAMGHAR
300A/217,300A/217,TGSRTC,3,300A/217ARAMGHAR TO PATANCHERU
300C/216,300C/216,TGSRTC,3,300C/216_FAROOQNAGAR TO LINGAMPALLY
300C/217,300C/217,TGSRTC,3,300C/217PATANCHERU TO FAROOQNAGAR
300D,300D,TGSRTC,3,300-D-MEHDIPATNAM-TO-UPPAL X ROAD-DSNR
300H,300H,TGSRTC,3,300H-HAYATHNAGAR-ARAMGHAR-TO-MEHDIPATNAM_HYT2
300H/316,300H/316,TGSRTC,3,300H/316-HAYATHNAGAR-ARAMGHAR-GACHIBOWLI
300L,300L,TGSRTC,3,300L-SILVER-MEHDIPATNAM-TO-LB NAGAR-MP
300L/316,300L/316,TGSRTC,3,300L/316-GACHIBOWLI-ARAMGHAR-LB NAGAR
30S,30S,TGSRTC,3,30S-SRINIVAS NAGAR-JAGADGIRIGUTTA-TO-SECUNDRABAD-CGCL
315,315,TGSRTC,3,315-GACHIBOWLI-TO-RAJENDER NAGARDEPOT-RJNR
316,316,TGSRTC,3,316L-ARAMGHAR-TO-GACHIBOWLI
316L,316L,TGSRTC,3,316L-ARAMGHAR-TO-GACHIBOWLI
316P,316P,TGSRTC,3,316P- HI TECH CITY TO PBELCITY
316R,316R,TGSRTC,3,315-GACHIBOWLI-TO-RAJENDER NAGARDEPOT-RJNR
37,37,TGSRTC,3,37-SILVER-ECIL-TO-SECUNDERABAD
37/8A,37/8A,TGSRTC,3,37/8A-AFZALGUNJ-TO-KUSHAIGUDA-KG
38EX/8N,38EX/8N,TGSRTC,3,38EX/8N-NAMPALLY-SECUNDERABAD-RNG
38M,38M,TGSRTC,3,38M-SECUNDERABAD-MAHINDRA HILLS-RNG
38T,38T,TGSRTC,3,38T-SECUNDERABAD-TO-TUKARAM GATE-CNT
38T/16CR,38T/16CR,TGSRTC,3,38T/16CR-SILVER-ECIL-TO-SECUNDERABAD
38T/47L,38T/47L,TGSRTC,3,38T/47L-TUKARAM GATE-TO-MANIKONDA-CNT
38X,38X,TGSRTC,3,38X-SECUNDERABAD-SECUNDERABAD-RNG
38X/8N,38X/8N,TGSRTC,3,38X/8N-SECUNDERABAD-NAMPALLY-RNG
3D,3D,TGSRTC,3,16A/5K-ECIL-TO-MEHADIPATNAM-KG
3DN,3DN,TGSRTC,3,3DN-AMBEDKARNAGAR-TO-FAROOQNAGAR-FQNR
3K,3K,TGSRTC,3,3N-CHILKANAGAR-TO-AFZALGUNJ-KCG
3K/102,3K/102,TGSRTC,3,3K/102-BDL-TO-AMBEDKAR NAGAR-KG
3K/242,3K/242,TGSRTC,3,3K/242-KEESARAGUTTA-TO-AFZALGUNJ-KG
3K/251,3K/251,TGSRTC,3,3K/251-SHAMSHABAD-TO-KACHIGUDA-KCG
3K/281,3K/281,TGSRTC,3,3K/281-GHATKESAR-TO-AFZALGUNJ-KG
3K/90L,3K/90L,TGSRTC,3,3K/90L-BDL-TO-ECIL-KG
3KBDL,3KBDL,TGSRTC,3,3KBDL-DEPOT-TO-NAGARAM-KG
3KN,3KN,TGSRTC,3,3KN-FAROOQNAGAR-TO-ECIL X ROAD-FQNR
3KN/95,3KN/95,TGSRTC,3,3KN/95-ECIL-TO-PSJAU-KG
3N,3N,TGSRTC,3,3N-CHILKANAGAR-TO-AFZALGUNJ-KCG
3V,3V,TGSRTC,3,3V-MUSHEERABAD-TO-AFZALGUN-MSRD2
3X,3X,TGSRTC,3,3X-RTC COLONY-TO-KOTI-KG
40,40,TGSRTC,3,40-MGBS-KOTI-TO-SECUNDERABAD-MSRD2
401,401,TGSRTC,3,401-IS SADAN-TO-SUDDAPALLYRAHENANTHAPUR-IBP
404,404,TGSRTC,3,404-ANTHAMPETA-TO_IS SADAN-IBP
405,405,TGSRTC,3,405-YACHARAM-TO-THADIPARTHI-IBP
406,406,TGSRTC,3,406-DATHPALLY-GUNGAL-TO-MGBS-IBP
407,407,TGSRTC,3,407-KOTHAPALLY-IBRAHIMPATNAM-IBP
407/277,407/277,TGSRTC,3,407/277-AMANGAL-TK PALLY-WOMENS COLLEGE-IBP
409,409,TGSRTC,3,409-MALLPURAJUPALLY-TO-MGBS-IBP
40V,40V,TGSRTC,3,40-SECUNDRABAD-TO-MUSHIRABAD DEPOT-MSRD2
410,410,TGSRTC,3,410-IBRAHIMPATNAM-KADTHAL-MADARAM_IBP
410/535,410/535,TGSRTC,3,535-TADIPARTHY-TO-CHARMINAR-VIA-ANNOJIGUDA-MHRM
412,412,TGSRTC,3,406_APPREDDY PALLY-TO-MGBS-IBP
412/277,412/277,TGSRTC,3,412/277-MALL-LB NAGAR-IBP
413,413,TGSRTC,3,413-NANAKNAGAR-IBRAHIMPATNAM-IBP
415,415,TGSRTC,3,415-CHANDUR-VATTIPALLY-TO-IS SADAN-IBP
415/277,415/277,TGSRTC,3,415_GILLAPALLY-TO-MGBS-IBP
416,416,TGSRTC,3,416-KOTI-TO-BOLIGUTA TANDA-IBP
421,421,TGSRTC,3,279-UPPAL X ROAD-TO-IBRAHIMPATNAM-IBP
422,422,TGSRTC,3,422-MUKKUNUR-IBRAHIMPATNAM-IBP
427,427,TGSRTC,3,427- JAPAL-TO-IBRAHIMPATNAM-IBP
427/277,427/277,TGSRTC,3,427/277-ASMATHPUR-AGAPALLY-TO-WOMENS COLLEGE-IBP
431,431,TGSRTC,3,430-IBRAHIMPATNAM-PC-TANDA-IBP
434,434,TGSRTC,3,459-SHIVANNAGUDA-TO-IBRAHIMPATNAM-IBP
436,436,TGSRTC,3,277/412-IS SADN-MALL-IBP
439,439,TGSRTC,3,439-RACHAKONDA-IBRAHIMPATNAM-IBP
43X,43X,TGSRTC,3,43X BALAJINAGAR-TO SECUNDERABAD
440,440,TGSRTC,3,486-RACHULUR-IBRAHIMPATNAM-IBP
443,443,TGSRTC,3,440-THIMMAPUR-IBRAHIMPATNAM-IBP
444/288X,444/288X,TGSRTC,3,444M/288X-MEHDIPATNAM-TO-MEDIPALLY-MP
444E,444E,TGSRTC,3,444E-KOTHAPALLY-TO-MEHDIPATNAM DEPOT-MP
444T,444T,TGSRTC,3,444T-TANGUTOOR-TO-MEHDIPATNAM-MP
445,445,TGSRTC,3,445-MEHDIPATNAM DEPOT-SAJJANPALLY-KETHIREDDY PALLY-MP
446,446,TGSRTC,3,593-CHEVELLA-TO-MEHDIPATNAM-MP
447,447,TGSRTC,3,447-MEHDIPATNAM-APPREDDY GUDA-RAVULAPALLY-MP
44X,44X,TGSRTC,3,44X-GOLDEN ROUTE-SECUNDERABAD-GANGAPUTRA COLONY
450,450,TGSRTC,3,450-PEDDASOLIPET-TO-SHAMSHABAD-RJNR
450/92A,450/92A,TGSRTC,3,92A/49M-SILVER-JBS-TO-ARAMGHAR
451,451,TGSRTC,3,451-THUKKUGUDA-TO-AKANPALLY-VIA-MODELSCHOOL-MHRM
452,452,TGSRTC,3,452-MANSANPALLY X ROAD-TO-MAHESHVARAM DEPOT-MHRM
452M/A,452M/A,TGSRTC,3,452M/A-AFZALGUNJ-TO-MUCHINTAL-MAHESHVARAMBUSSTOP-MHRM
452S,452S,TGSRTC,3,452S-SUBHANPUR-TO-SHAMSHABAD-MHRM
453,453,TGSRTC,3,300/453-LB NAGAR-TO-GUDUR
453B,453B,TGSRTC,3,453B-GUDURU_TO-SHAMSHABAD-RJNR
453N,453N,TGSRTC,3,453N-NANAJIPUR-TO-SHAMSHABAD
455,455,TGSRTC,3,455-SHAMSHABAD-TO-CHEGUR-VENKKAMAGUA-MHRM
455C,455C,TGSRTC,3,455C-CHEVELLA-TO-SHAMSHABAD-RJNR
455D,455D,TGSRTC,3,455D-SHAMSHBAD-TO-DAMERLAPALLE
455N,455N,TGSRTC,3,455N-SHABAD-TO-SHAMSHABAD-RJNR
458,458,TGSRTC,3,458-KALWAKOL-TO-AFZALGUNJ-MHRM
459,459,TGSRTC,3,459-SHIVANNAGUDA-TO-IBRAHIMPATNAM-IBP
45F,45F,TGSRTC,3,45F_BORABANDA -KOTI_CBS_MSRD
460,460,TGSRTC,3,460-MAHESHVARAMDEPOT-TO-GUMDAVELLY-MHRM
461,461,TGSRTC,3,461-IBRAHIMPATNAM -AMMERPET-IBP
462,462,TGSRTC,3,462-PIGLIPURAM-KOTI WOMENS COLLEGE-HYT1
463,463,TGSRTC,3,463-DSNR-DESHMUKHI( SAI BRUDAVANAM)-HYT1
463F,463F,TGSRTC,3,463F-ABDULLAPURMET-TO-DESHMUKHI-HYT2
464,464,TGSRTC,3,464-DANDUMAILARAM-DILSUKHNAGAR-HYT1
465,465,TGSRTC,3,465-DILSUKHNAGAR-PEERLAGUDEM-HYT1
469,469,TGSRTC,3,469_IBRAHIMPATNAM_M PET-TO-KANDUKUR X ROAD-IBP
470,470,TGSRTC,3,470/277L-GUMMADAVELLY-TO_LB NAGAR-IBP
471,471,TGSRTC,3,471-GUMDAVELLY-TO-TS MODELSCHOOL-VIA-KATIKAPALLY-MHRM
472,472,TGSRTC,3,472-KOTHAPET-TO-SIDDAPUR-TO-SHAMSHABAD-MHRM
473D,473D,TGSRTC,3,473D-DEBBADAGUDA-TO-CHARMINAR-MHRM
478,478,TGSRTC,3,478-AKULAMAILARAM-KOTI-SECUNDRABAD-IBP
478D,478D,TGSRTC,3,478D-MAHESHWARAM DEPOT-TO-THIMMAPUR-MHRM
479,479,TGSRTC,3,479-BEGUMPET-TO-WOMENS COLLEGE
47L,47L,TGSRTC,3,47L-JBS-SECUNDERABAD-TO-MANIKONDA-CNT
47L/16A,47L/16A,TGSRTC,3,47L/16H-MANIKONDA-TO-ECIL-CNT
47YM,47YM,TGSRTC,3,47YN-SECUNDERABAD-NANAKRAMGUDA-RNG
482,482,TGSRTC,3,482-ARUTLA-TO-CHOWTUPAL-IBP
482/277,482/277,TGSRTC,3,482/277-POLKAMPALLY -TO-IS SADAN-IBP
486,486,TGSRTC,3,486-IBRAHIMPATNAM-TO-LEMOOR-IBP
488,488,TGSRTC,3,488-JANDAGUDA-TO-CHARMINAR-MHRM
490S,490S,TGSRTC,3,490S-BIBINAGAR-TO-CHILAKAGUDA-UPL
492,492,TGSRTC,3,492-JULUR-TO-SECUNDERABAD-UPL
493,493,TGSRTC,3,493-JAINPALLY-TO-CHILAKAGUDA-UPL
494,494,TGSRTC,3,494-UPPAL X ROAD-TO-JIYAPALLY-CGCL
495,495,TGSRTC,3,495GM-MEDCHAL-TO-GOMARAM-MDCL
495G,495G,TGSRTC,3,495G-MEDCHAL-TO-RAMREDDYBAVI-TO-GUMMADIDALA-MDCL
495GDL,495GDL,TGSRTC,3,495GDL-MEDCHAL-TO-RAMREDDYBAVI-TO-ANANTHARAM-TO-GUMMADIDALA-MDCL
495GM,495GM,TGSRTC,3,495GM-GOMARAM-TO-MEDCHAL-MDCL
495JN,495JN,TGSRTC,3,495JN-MEDCHAL-TO-JINNARAM-MDCL
495KKV,495KKV,TGSRTC,3,495KKV-KANUKUNTA-TO-SECUNDERABAD-MDCL
495KM,495KM,TGSRTC,3,495KM-SECUNDERABAD-TO-KANUKUNTA-TO-MEDCHAL-MDCL
495MKM,495MKM,TGSRTC,3,495MKM-MEDCHAL-TO-KANUKUNTA-TO-MEDCHAL-MDCL
496,496,TGSRTC,3,496-JAYAPALLY TO SECUNDRABAD
497,497,TGSRTC,3,497-ECIL-TO-HAJIPUR-KG
498,498,TGSRTC,3,498-UDDAMARRI-TO-ECIL-KG
498K,498K,TGSRTC,3,498K-SECUNDERABAD-TO-JINNARAM-JDM
498KB,498KB,TGSRTC,3,498K-SECUNDERABAD-TO-JINNARAM-JDM
498V,498V,TGSRTC,3,498V_JDM-JINNARAM-TO_SECUNDRABAD
498VS,498VS,TGSRTC,3,498VS_JDM-SHIVANAGAR-TO-SECUNDERABAD
49E,49E,TGSRTC,3,22/49-RISALABAZAR-TO-ERRAMANZIL-HPT
49E/22,49E/22,TGSRTC,3,49E/22-ERRAMANZIL-TO-RISALABAZAR-HPT
49M,49M,TGSRTC,3,49M-SILVER-MEHDIPATNAM-TO-SECUNDERABAD
49M/120K,49M/120K,TGSRTC,3,49M/120K-SECUNDERABAD-TO-GAR-MDCL
49M/188B,49M/188B,TGSRTC,3,49M/188B-SECUNDERABAD-TO-BAIRAGIGUDA
49M/188P,49M/188P,TGSRTC,3,49M/188P- PEBELCITY TO SEC-BAD
49M/250,49M/250,TGSRTC,3,49M/250C_CHERLAPALLY Railway Station_TO_MEHDIPATNAM
49M/250C,49M/250C,TGSRTC,3,49M/250C_CHERLAPALLY Railway Station_TO_MEHDIPATNAM
49M/251,49M/251,TGSRTC,3,49M/251-SECUNDERABAD-TO-SHAMSABAD
49M/251K,49M/251K,TGSRTC,3,49M/251KW-SECUNDERABAD-TO-KOTHWALGUDA
49M/251KW,49M/251KW,TGSRTC,3,49M/251KW-KOTHWALGUDA-TO-SECUNDERABAD
49M/251S,49M/251S,TGSRTC,3,49M/251S-SULTHANPALLY -TO-SECUNDERABAD
49M/453N,49M/453N,TGSRTC,3,49M/453N-NANAJIPUR-TO-SECUNDERABAD
49M/92A,49M/92A,TGSRTC,3,49M/92A-SECUNDERABAD-TO-ARAMGHAR-MP
49M/G,49M/G,TGSRTC,3,49M-SILVER-MEHDIPATNAM-TO-SECUNDERABAD
49MG,49MG,TGSRTC,3,49MG-SECUNDERABAD-TO-GACHIBOWLI X Road-RNG
49M/K/250,49M/K/250,TGSRTC,3,49M/K/250-KALIMANDIR-TO-ECIL-MP
49M/L,49M/L,TGSRTC,3,49M/L-MANIKONDA-SECBAD
49M/T,49M/T,TGSRTC,3,49M/T-SECUNDERABAD-TO-TALLAGADDA-MP
49M/T/250,49M/T/250,TGSRTC,3,49M/T/250I-IGMINT-TO-TALLAGADDA-MP
500,500,TGSRTC,3,500-BCPT-JAGADGIRIGUTTA-TO-BACHANNAPET
503,503,TGSRTC,3,HCU-KOLLUR-TO-PATANCHERU
505,505,TGSRTC,3,505-SILVER ROUTE-MEHDIPATNAM-TO-SHANKARPALLY-MP
505OD,505OD,TGSRTC,3,505OD-ORDINANCE FACTORY-TO-MEHDIPATNAM DEPOT-MP
50B,50B,TGSRTC,3,50B-CHENGICHERLA DEPOT-TO-SECUNDERABAD-CGCL
511,511,TGSRTC,3,511-SECUNDERABAD-TO-NARSAPUR-JDM
518,518,TGSRTC,3,518-SHANKERPALLY-PATANCHERU-HCU
524,524,TGSRTC,3,524_D_W COL_KWDPL
525,525,TGSRTC,3,525-DILSUKHNAGAR-JULOOR-HYT1
527,527,TGSRTC,3,527-MAHESHVARAMBUSSTOP-TO-RANIPET-VIA-PILIMAMIDI-MHRM
528,528,TGSRTC,3,528-AFZALGUNJ-TO-KESHAMPET-VIA-JAITHWARAM-MHRM
530,530,TGSRTC,3,530-CHIPPALAPALLY-TO-MEHDIPATNAM-MHRM
532,532,TGSRTC,3,532-RANIPET-TO-ARAMGHAR-VIA-JPDARGA-MHRM
532/92A,532/92A,TGSRTC,3,532/92A-KOTHUR-TO-RAJENDERNAGAR DEPOT-RJNR
