route_id,route_short_name,agency_id,route_type,route_long_name
201B/M,201B/M,TGSRTC,3,96B-BANDLAGUDA DEPOT-DILSUKHNAGAR-BDG
201G,201G,TGSRTC,3,201G-GOWRELLY-WOMENS COLLEGE-BDG
201G/D,201G/D,TGSRTC,3,201G/D-DILSUKHNAGAR-TO-GOWRELLY-BDG
201G/H,201G/H,TGSRTC,3,201G/H-GOWRELLY-TO-HAYATHNAGAR-BDG
201G/N,201G/N,TGSRTC,3,201G/N-GOWRELLY-TO-NAGOLE X ROAD-BDG
201H/G,201H/G,TGSRTC,3,201H/G-HAYATHNAGAR-TO-GOWRELLY-BDG
201K,201K,TGSRTC,3,201K-HAYATHNAGAR-TWD THIMMAIUGUDA DOUBLE BEDROOM_HYT1
201K/J,201K/J,TGSRTC,3,201K/J-HAYATHNAGAR-JAYAPRAKASH NAGAR
201M,201M,TGSRTC,3,201M/D-MARRIPALLY-TO-DILSUKHNAGAR-BDG
201M/C,201M/C,TGSRTC,3,201M/D-MARRIPALLY-TO-DILSUKHNAGAR-BDG
201M/D,201M/D,TGSRTC,3,100B-BANDLAGUDA DEPOT-SECRETERIAT-BDG
201P,201P,TGSRTC,3,201P-HAYATHNAGAR-PASUMAMULA-HYT1
201Q,201Q,TGSRTC,3,201Q-DILSUKHNAGAR-TO-QUTBULLAPUR-BDG
201Q/W,201Q/W,TGSRTC,3,201Q/W-QUTBULLAPUR-WOMENS COLLEGE-BDG
201T,201T,TGSRTC,3,201T-HAYATHNAGAR-TARAMATHIPET-HYT1
202B,202B,TGSRTC,3,202B-DILSUKHNAGAR-BRAHMANAPALLY-HYT1
202U,202U,TGSRTC,3,202U-SANGHI NAGAR-THORRUR-TO-W.COLLEGE-HYT1
203,203,TGSRTC,3,203-NADERGUL-MIDHANI DEPOT-MDN
203A,203A,TGSRTC,3,203A-SECUNDERABAD-ADIBATLA-MDN
203A/102B,203A/102B,TGSRTC,3,203N/102B-ADIBATLA-TO-SECUNDRABAD-MDN
203A/3K,203A/3K,TGSRTC,3,203A/3K-ADIBATLA-BELL COMPANY
203A/479,203A/479,TGSRTC,3,479-WOMENS COLLEGE-TO-BEGUMPET-MDN
203AK,203AK,TGSRTC,3,203A/K-WOMENS COLLEGE-KONGARA KALAN-MDN
203AK/102B,203AK/102B,TGSRTC,3,203A/K-SECUNDRABAD-KONGARA TANDA-MDN
203A/R,203A/R,TGSRTC,3,203A/R-SECUNDRABAD-RAVIRALA-MDN
203A/W,203A/W,TGSRTC,3,203A/W-SECUNDERABAD-WONDERLA-MDN
203K,203K,TGSRTC,3,203K-SECUNDERABAD-INDRANAGAR-MDN
203LWX,203LWX,TGSRTC,3,203L-LB NAGAR-RR COLLECTARATE K KALAN
203N,203N,TGSRTC,3,102-MIDHANI DEPOT-WOMENS COLLEGE-MDN
203N/102B,203N/102B,TGSRTC,3,218-PATANCHERUVU-WOMENS COLLEGE.-MDN
204,204,TGSRTC,3,290U/204-SILVER-GANDICHERUVU-UPPAL-TO-JBS
204D,204D,TGSRTC,3,204D  DILSHUKNAGAR TO--GANDICHERUVU-HYT1
204GD,204GD,TGSRTC,3,204GD-GANDICHERUVU-TO-DILSHUKNAGAR-HYT1
204K,204K,TGSRTC,3,204K-HAYATHNAGAR-KOHEADA-HYT1
204U,204U,TGSRTC,3,204U-WOMENS COLLEGE-SANGHINAGAR-HYT1
204U/A,204U/A,TGSRTC,3,204U/A-ANAJPUR-KOTI WOMENS CLG-HYT1
204U/D,204U/D,TGSRTC,3,204U/D-DILSUKHNAGAR-SANGHI TEMPLE-HYT1
205,205,TGSRTC,3,205-PILLAIPALLY-W.COLLEGE-HYT1
205A,205A,TGSRTC,3,205A-ANAJPUR-HAYATHNAGAR-HYT1
205B,205B,TGSRTC,3,205B-WOMENSCOLLEGE-ABDULLAPURMET-TO-BALIJAGUDA-HYT2
205F,205F,TGSRTC,3,205F-ABDULLAPURMET-HAYATHNAGAR DEPO-HYT1
205J,205J,TGSRTC,3,205J-WOMENS COLLEGE-JNNURM COLONY-HYT1
205L,205L,TGSRTC,3,205L-ANAJPUR-LB NAGAR-HYT1
205M,205M,TGSRTC,3,205M-W.COLLEGE-MAJEEDPOOR-HYT1
205T,205T,TGSRTC,3,205T-TARAMATIPET-ABDULLAHPURMET-TO-WOMENSCOLLEGE-HYT2
206,206,TGSRTC,3,206-DILSUKHNAGAR-TO-KOTHAGUDEM-HYT1
208D,208D,TGSRTC,3,208D-DILSUKHNAGAR-RAITHU BAZAR-TO-HAYATHNAGAR-HYT2
20P,20P,TGSRTC,3,20P-JBS-SECUNDERABAD-TO-NAMPALLY-CNT
211,211,TGSRTC,3,211-DBR-SECUNDERABAD-TO-THUMKUNTA DOUBLE  BED ROOMS
211A,211A,TGSRTC,3,211A-ALIABAD SCCOLONY-TOSECUNDERABAD-HPT
211B,211B,TGSRTC,3,211B-SUCNDERABAD-TO-UDDAMARRY-HPT
211D,211D,TGSRTC,3,211D-KOLTHUR-SECUNDERABAD-HPT
211DBR,211DBR,TGSRTC,3,211DBR-THUMKUNTA DOUBLE BED ROOMS-TO-SECUNDERABAD-HPT
211DMC,211DMC,TGSRTC,3,211DY-SECUNDERABAD-TO-DEVARAYAMJAL-HPT
211DY,211DY,TGSRTC,3,211-HAKIMPET TO-MANDAIPALLY-HPT
211DY/M,211DY/M,TGSRTC,3,211DY/M-MALLANNA COLONY-TO-SECUNDERABAD-HPT
211J,211J,TGSRTC,3,211J-SECUNDERABAD-TO-JAGANGUDA-HPT
211K,211K,TGSRTC,3,211K-B V COLLAGE KESAVARAM-TO-SECUNDERABAD-HPT
211M,211M,TGSRTC,3,211M-CRPF-SECUNDERABAD-HPT
211M/G,211M/G,TGSRTC,3,211M/G- SECUNDERABAD TO CRPF
211P,211P,TGSRTC,3,211P-SECUNDERABAD-TO-PUDUR-MEDCHAL-MDCL
211RD,211RD,TGSRTC,3,211RD-MEDCHAL-TO-RATHNADEEP GODOWN-MDCL
211S,211S,TGSRTC,3,211S-NALSAR LAWCOLLAGE-TO-SECUNDERABAD
211T,211T,TGSRTC,3,211T - SECUNDERABAD TO TURKAPALLY
211U,211U,TGSRTC,3,211B-SUCNDERABAD-TO-MUDUCHINTHALPALLY-HPT
212,212,TGSRTC,3,212-BITSPHILANI-SECUNDERABAD-HPT
212/568,212/568,TGSRTC,3,212/568-GOPALPUR-TO-SECUNDERABAD-CNT
212/702,212/702,TGSRTC,3,211-SECUDERABAD-TO-HAKIMPET-HPT
212C/E,212C/E,TGSRTC,3,211E-UPPARAPALLY-TO-SECUNDERABAD-HPT
212RVM,212RVM,TGSRTC,3,212RVM-RVM HOSPITAL-TO-MEDCHAL-MDCL
212T,212T,TGSRTC,3,212T-SECUNDERABAD-TO-TURKAPALLY
216,216,TGSRTC,3,217-PATANCHERU-TO-KOTI
216/118,216/118,TGSRTC,3,216/118-WAVEROCK-TO-HAYATHNAGAR-HYT2
216/118W,216/118W,TGSRTC,3,216/118W-WAVEROCK-ARAMGHAR-TO-NGOSCOLONY-HYT2
216/300B,216/300B,TGSRTC,3,216/300B-LINGAMPALLY-ARAMGAR-BDL-HCU
216K/L,216K/L,TGSRTC,3,216K/L-LINGAMPALLY-MEHDIPATANAM-HCU
216M,216M,TGSRTC,3,216-LINGAMPALLY-TO-HCUDEPOT-HCU
216M/P,216M/P,TGSRTC,3,216M/P-MIYAPUR2 DEPOT-TO-PATELGUDA
216N/L,216N/L,TGSRTC,3,116N/L-LINGAMPALLY-TO-KOTI-BKP
216PW,216PW,TGSRTC,3,216PW_PATANCHERUVU_TO_WAVE ROCK
216WP,216WP,TGSRTC,3,216WP-WAVEROCK-TO PATANCHERU-KG
217,217,TGSRTC,3,217-PATANCHERU-TO-KOTI
217/220K,217/220K,TGSRTC,3,217/220K _CBS_KOTI TO DBR2 TOWNSHIP
217A,217A,TGSRTC,3,49M-SILVER-MEHDIPATNAM-TO-SECUNDERABAD
217AM,217AM,TGSRTC,3,217-MEHIDIPATNAM-GITHAM-BDG
217C,217C,TGSRTC,3,MYP-2-GITAM-TO-BEERAMGUDA
217C/220K,217C/220K,TGSRTC,3,217C/220K _CBS_AFZ TO DBR2 TOWNSHIP
217G/189M,217G/189M,TGSRTC,3,189M/272G-MEHDIPATNAM-TO-GANDIMYSAMMA-JDM
218,218,TGSRTC,3,218-KOTI WOMENS COLLEGE-PATANCHERUVU-MDN
218/19M,218/19M,TGSRTC,3,218/19M-GITAM-TO-MEHDIPATNAM-RJNR
218C,218C,TGSRTC,3,MYP-2-GITAM-TO-CBS
218D,218D,TGSRTC,3,107VS-D-SECUNDERABAD-TO-SRNR NEW
218DA,218DA,TGSRTC,3,524_D_PCPL_DSNR
218H,218H,TGSRTC,3,218H-LINGAMPALLY-AMEERPET-TO-HAYATHNAGAR-HYT2
218I,218I,TGSRTC,3,218I-CBS-TO-ISNAPUR-KCG
218J,218J,TGSRTC,3,218J-JNTU-CBS-JDM
218K,218K,TGSRTC,3,218K-KPHB-TO-AFZALGUNG
218V,218V,TGSRTC,3,218V-PATANCHERUVU-TO-NGO COLONY
218X,218X,TGSRTC,3,218X-BHEL DEPOT-TO-PATANCHERUVU-HYT2
219,219,TGSRTC,3,219G-GITAM-SECUNDERABAD_JDM
219/17H,219/17H,TGSRTC,3,RT-219/17H-PATANCHERUVU-ECIL X RD-HCU
219/18C,219/18C,TGSRTC,3,219/18C-CHENGICHERLA DEPOT-TO-PATANCHERUVU-CGCL
219/220K,219/220K,TGSRTC,3,219/220K-PATANCHERU-TO-TGMODELSCHOOL-HCU
219/229,219/229,TGSRTC,3,219/229-SILVER-MEDCHAL-TO-PATANCHERUVU
219/272G,219/272G,TGSRTC,3,219/272G -JDM-GANDIMISAMMA-TO-PATANCHERUVU
219/27G,219/27G,TGSRTC,3,219/272G-JDM-PATANCHERUVU-TO-GANDIMISAMMA-JDM
219G,219G,TGSRTC,3,219-SILVER-SECUNDERABAD-ISNAPUR
219L,219L,TGSRTC,3,195WP-WAVEROCK-TO-JNTU-KP
219P,219P,TGSRTC,3,219P-PATELGUDA-TO-SECUNDERABAD-MYP-2 DEPOT
219S/502,219S/502,TGSRTC,3,219S/502-PATANCHERU-TO-ODF-KP
21W,21W,TGSRTC,3,21W-SECUNDERABAD-WEST VENKATAPUR-HPT
21W/22,21W/22,TGSRTC,3,21W/22-WESTVENKATAPUARAM-TO-HAKIMPET-HPT
22,22,TGSRTC,3,22-RISALABAZAR-TO-SECUNDERABAD-HPT
220,220,TGSRTC,3,220-LINGAMPALLY-KOLLURU-HCU
220G,220G,TGSRTC,3,220-LINGAMPALLY-KOLLURU-HCU
220G/505T,220G/505T,TGSRTC,3,220G/505T-SHANKARPALLY-TANGUTOOR-MEHDIPATNAM-MP
220J,220J,TGSRTC,3,220K-MEHDIPATNAM-JANWADA-KOLLUR-MP
220K,220K,TGSRTC,3,220K-BARKATHPURA-TO-LAKDIKAPOOL-KOLLUR-BKP
22/16D,22/16D,TGSRTC,3,16D-BALAJINAGAR-TO-SECUNDERABAD-HPT
22/21W,22/21W,TGSRTC,3,22/21W-HAKIMPET-TO-WEST VENKATAPURAM-HPT
22/22R,22/22R,TGSRTC,3,22/22R HAKIMPET TO BOLLARM RAILWAY STATION
22/24,22/24,TGSRTC,3,22/24-HAKIMPET-TO-KENDREEYA VEDYALAYAM BOLLARAM-HPT
22/24B,22/24B,TGSRTC,3,22/24B-HAKIMPET-TO-BALAJINAGAR-HPT
22/24S,22/24S,TGSRTC,3,22/24S-HAKIMPET-TO-ECIL-HPT
22/25A,22/25A,TGSRTC,3,22/25A-HAKIMPET-TO-SURYANAGAR-HPT
22/25M,22/25M,TGSRTC,3,22/25M_HPT_TO_GOPALNAGAR-HPT
22/25S,22/25S,TGSRTC,3,25S-SUCHITHRA-TO-HAKIMPET-HPT
22/281,22/281,TGSRTC,3,22/281-HAKIMPET-TO-GHATKESAR-HPT
222A,222A,TGSRTC,3,BKP-PATANCHERUVU-KOTI-BARKATHPURA
222M,222M,TGSRTC,3,MYP2-MAYURI NAGAR-TO-KOTI-222M
222P,222P,TGSRTC,3,222P-MANDALOFFICE-CBS-HCU
223S,223S,TGSRTC,3,250/49M-SILVER-ECIL X ROADS-TO-MEHDIPATNAM
224/198,224/198,TGSRTC,3,224/198-GANDIMYSAMMA-TO-WAVEROCK-JDM
224/219,224/219,TGSRTC,3,224/219-GEETHAM-TO-JEEDIMETLA DEPO-JDM
224/47D,224/47D,TGSRTC,3,224/47D-MYP2-DARGA-TO-MAYURI NAGAR
22/49,22/49,TGSRTC,3,22-SECUNDERABAD-TO-RISALABAZAR-HPT
224C/M,224C/M,TGSRTC,3,224C/M_MYPMETRO_TO_CHAKRAPURI COLONY
224G,224G,TGSRTC,3,224G-GANDIMISAMMA-TO-MIYAPUR X ROAD-MYP2
224G/195W,224G/195W,TGSRTC,3,MYP-2-GANDIMAISAMMA-TO-WAVEROCK
224GA,224GA,TGSRTC,3,NEW-MIYAPUR X ROAD-TO-AKHAYA SOLAR
224L,224L,TGSRTC,3,MYP2-MIYAPUR 2 DEPO-TO-MIYAPUR METRO
224M,224M,TGSRTC,3,224G-GANDIMISAMMA-TO-MIYAPUR X ROAD-MYP2
224M/N,224M/N,TGSRTC,3,MYP2-MALLAMPET-TO-MIYAPUR 2 DEPO
224P/229,224P/229,TGSRTC,3,224P/229_PATELGUDA_TO_MEDCHAL Bus Station
224X,224X,TGSRTC,3,224X-BOLLARAM-TO-MIYAPUR XROAD-JDM
227,227,TGSRTC,3,227G-SILVER-GANDIMAISAMMA-TO-SECINDERABAD
227B,227B,TGSRTC,3,227B-GANDIMAISAMA-TO-MEDCHEL
227BG,227BG,TGSRTC,3,227BG-BOWENPALLY-TO-GANDIMAISAMMA-MDCL
227D,227D,TGSRTC,3,227G-SILVER-GANDIMAISAMMA-TO-SECINDERABAD
227G,227G,TGSRTC,3,227G-DUNDNDIGAL-TO-SECINDERABAD
227I,227I,TGSRTC,3,227I-INDIRAMMA COLONY-TO-SECUNDERABAD-MDCL
227J,227J,TGSRTC,3,227J_GANDIMYSAMMA_TO_JAYABHERI COLONY
227KLR,227KLR,TGSRTC,3,227K_KLR COLONY_TO_GANDIMAISAMMA
227S,227S,TGSRTC,3,227S-GANDIMAISAMMA-TO-SARANNAGAR COLONY
229,229,TGSRTC,3,229KS-KOMPALLY-TO-SEC-MDCL
229B,229B,TGSRTC,3,229B-BOWENPALLY-TO-MEDCHAL-MDCL
229BG,229BG,TGSRTC,3,229BG-MEDCHAL-TO-BARMAJIGUDA-MDCL
229D,229D,TGSRTC,3,229D-DABILPUR-TO-MEDCHAL-MDCL
229DS,229DS,TGSRTC,3,229DS-SECUNDERABAD-TO-MEDCHAL-TO-DABILPUR-MDCL
229GD,229GD,TGSRTC,3,229GD-MEDCHAL-TO-GUDEMGADDA THANDA-MDCL
229J,229J,TGSRTC,3,229J-JAYABHERI COLONY-TO-SECINDERABAD
229JY,229JY,TGSRTC,3,229JY-MEDCHAL-TO-JAYADARSHINI-MDCL
229MK,229MK,TGSRTC,3,229MK-MEDCHAL-TO-KOMPALLY-MDCL
229P,229P,TGSRTC,3,229P-SECUNDERABAD-TO-PUDUR-MDCL
229PK,229PK,TGSRTC,3,229PK-PUDUR-TO-SECUNDERABAD-MDCL
229R,229R,TGSRTC,3,229R-MEDCHAL-TO-RAILAPUR-MDCL
229RDG,229RDG,TGSRTC,3,229RDG-RDGDOWN-TO-KOMPALLY
229SM,229SM,TGSRTC,3,229SM-MEDCHAL-TO-SOMARAM-MDCL
229SNC,229SNC,TGSRTC,3,229SNC-SARAN NAGAR COLONY-TO-SECINDERABAD
229SR,229SR,TGSRTC,3,229SR-SRIRANGAVARAMMDCL-TO-MDCL
229Y,229Y,TGSRTC,3,229Y-YELLAMPET-TO-MEDCHAL-MDCL
22D,22D,TGSRTC,3,22D-SECUNDERABAD-TO-M.B.DARGA(SLN)-HPT
22H/25AJ,22H/25AJ,TGSRTC,3,22H/25AJ-HAKEEMPET-TO-JONABANDA
22K,22K,TGSRTC,3,22K-SECUNDERABAD-TO-BHARATHNAGAR-RGK-HPT
22R,22R,TGSRTC,3,22R-BOLLARAM RAILWAYSTATION-TO-SECUNDERABAD-HPT
22T,22T,TGSRTC,3,22T-SECUNDERABAD-TO-THURKAPALLY-HPT
230A,230A,TGSRTC,3,230A-SECUNDERABAD-TO-ANNARAM DIRECT-JDM
230AB,230AB,TGSRTC,3,230AB-SECUNDERABAD-TO-BONTHAPALLY-DDL
230B,230B,TGSRTC,3,230D-DUNDIGALDOBULBEDROOMS-TO-JDM
230N,230N,TGSRTC,3,NEW-230N-NAGALOOR-SECUNDERABAD-JDM
230P,230P,TGSRTC,3,272DB-SECUNDERTABAD-TO-BAHADURPALLY DOBUL BEDROOMSJDM
230T,230T,TGSRTC,3,NEW-230T-SECUNDERABAD-TO-DUNDIGUL TANDA-JDM
230TN,230TN,TGSRTC,3,230TN-DUNDIGALTANDA-NAGULOOR-JDM
233,233,TGSRTC,3,233-MEDCHAL-TO-NUTHANKAL-TO-SECUNDERABAD-MDCL
233B,233B,TGSRTC,3,233B-BANDAMADARAM-TO-MEDCHAL-MDCL
233GM,233GM,TGSRTC,3,229R-MEDCHAL-TO-RAILAPUR-MDCL
233N,233N,TGSRTC,3,233N-SECUNDERABAD-TO-NUTHANKAL-MDCL
233NG,233NG,TGSRTC,3,233NG-MEDCHAL-NUTHANKAL-GIRMAPUR-MEDCHAL
233NM,233NM,TGSRTC,3,233NM-MEDCHAL-TO-NUTHANKAL-MDCL
233NMM,233NMM,TGSRTC,3,233NMM-NUTHANKAL-TO-MYSIREDDIPALLY-TO-MEDCHAL-MDCL
233SY,233SY,TGSRTC,3,233SY-MEDCHAL-TO-YELLAMPET-MDCL
234A,234A,TGSRTC,3,234A-ALIYABAD-TO-MEDCHAL-MDCL
234ART,234ART,TGSRTC,3,234ART-ALIYABAD-TO-MEDCHAL-MDCL
234B,234B,TGSRTC,3,234B-BASWAPUR-TO-MEDCHAL-MDCL
234GT,234GT,TGSRTC,3,234GT-MEDCHAL-TO-THURKAPALLY-MDCL
234M,234M,TGSRTC,3,234M-MEDICITY-TO-MEDCHAL-MDCL
234R,234R,TGSRTC,3,234R-RAVALKOLE-TO-MEDCHAL-MDCL
234S,234S,TGSRTC,3,234S-MEDCHAL-TO-SHAMIRPET-MDCL
234T,234T,TGSRTC,3,234T-THURKAPALLY-TO-MEDCHAL-MDCL
235G,235G,TGSRTC,3,235G-SECUNDERABAD-TO-GOWDAVELLY-MDCL
235M,235M,TGSRTC,3,235M-GOWDAVELLY-TO-MEDCHAL-MDCL
23B,23B,TGSRTC,3,23B-BHUDEVI NAGAR-TO-SECUNDERABAD
23BK,23BK,TGSRTC,3,23B-BHUDEVI NAGAR-TO-SECUNDERABAD-JBS-CNT
23GF,23GF,TGSRTC,3,23GF-SECUNDERABAD-TO-KISTAMMA ENCLAVE-CNT
23T,23T,TGSRTC,3,23T-SECUNDERABAD TO TELECOM COLONY-CNT
241C,241C,TGSRTC,3,17HB-ECIL-TO-BALAJI NAGAR-KG
241T,241T,TGSRTC,3,241T-DHARMARAM-TO-SECUNDERABAD-KG
242,242,TGSRTC,3,242-SECUNDERABAD-TO-KEESARA-KG
242A,242A,TGSRTC,3,242A-DEVS COLLEGE-TO-ECIL-KG
242B,242B,TGSRTC,3,242B-JNNURM COLONY-TO SECUNDERABAD-KG
242DM,242DM,TGSRTC,3,242DM-SECUNDERABAD(VIA NARSAMPALLY)-TO-D.MAISAMMA-KG
242G,242G,TGSRTC,3,242G-KEESARGUTTA-TO-ECIL-KG
242GA,242GA,TGSRTC,3,242GA-ECIL-TO-ANKIREDDYPALLY-KG
242G/B,242G/B,TGSRTC,3,242G/B-SECUNDERABAD-TO-JNNURM COLONY-KG
242RG,242RG,TGSRTC,3,242RG-ECIL-TO-RG COLONY-KG
242YA,242YA,TGSRTC,3,242-DRDO YADGARPALLE-ARAMGHAR-MDN
245A,245A,TGSRTC,3,245A-CHILAKALGUDA BUS STOP-TO-ANKUSHAPUR-UPL
24B,24B,TGSRTC,3,211-SECUDERABAD-TO-HAKIMPET-HPT
24B/16D,24B/16D,TGSRTC,3,24B/16D-SECUNDERABAD-BALAJINAGAR-BLUESEE-HPT
24B/211,24B/211,TGSRTC,3,24B/211-SECUNDERABAD-TO-RAJIV GRUHA KALPA-HPT
24B/22,24B/22,TGSRTC,3,24B/22-BALAJINAGAR-TO-HAKIMPET-HPT
24B/281,24B/281,TGSRTC,3,24B/281-SECUNDERABAD-TO-GHATKESAR-CNT
24BJ,24BJ,TGSRTC,3,24BJ-BJR NAGAR-TO-SECUNDERABAD-HPT
24E,24E,TGSRTC,3,17HB-ECIL-TO-BALAJI NAGAR-KG
24N/219,24N/219,TGSRTC,3,24N/219-PATANCHERUVU-TO-ECIL-KG
24S,24S,TGSRTC,3,24S-ECIL-TO-SUCHITHRA-HPT
24S/273,24S/273,TGSRTC,3,24S/273-GOLDENROUTE-ECIL-TO-GANDIMISAMMA
24SS,24SS,TGSRTC,3,24SS-SHAPUR X RDS-TO-JEEDIMETLA DEPOT-JDM
250,250,TGSRTC,3,250-IG MINT-SECUNDRABAD
250/219,250/219,TGSRTC,3,250/219-ECIL-TO-PATANCHERUVU -KG
250/281,250/281,TGSRTC,3,250/281-SANATH NAGAR-TO-BEL COMPANY-KP
250/49M,250/49M,TGSRTC,3,49M/250C_CHERLAPALLY Railway Station_TO_MEHDIPATNAM
250C,250C,TGSRTC,3,16H/49M-ECIL X ROAD-TO-MEHDIPATNAM-CGCL
250C/20S,250C/20S,TGSRTC,3,250C/20S-CHERLAPALLY-TO-SECUNDERABAD-SECRETARIAT-CGCL
250C/219,250C/219,TGSRTC,3,219-SILVER-SECUNDRABAD-TO-PATANCHERUVU
250C/30,250C/30,TGSRTC,3,29R-SECUNDERABAD-TO-RAMREDDY NAGAR-JDM
250C/49M,250C/49M,TGSRTC,3,250C/49M-CHENGICHERLA DEPOT-ECIL-TO-MEHDIPATNAM-CGCL
250C/J,250C/J,TGSRTC,3,250C/J-JBS-SECUNDERABAD-TO-CHERLAPALLY-CGCL
250C/R,250C/R,TGSRTC,3,250C/R-SECUNDERABAD-TO-CHERLAPALLY RLY STN-CGCL
250C/RV,250C/RV,TGSRTC,3,250C/RV KAREEM GUDA-RAMPALLY TO SECUNDERABAD
250E,250E,TGSRTC,3,250E-CHENGICHERLA DEPOT-TO-CHERLAPALLY-ECIL X ROAD-CGCL
250S,250S,TGSRTC,3,250S-SECUNDERABAD-TO-CHENGICHERLA-CGCL
250SS,250SS,TGSRTC,3,250SS-CHENGICHERLA DEPOT-TO-SECUNDERABAD-CGCL
250SS/49M,250SS/49M,TGSRTC,3,250E-ECIL X ROAD-TO-CHENGICHERLA DEPOT-CGCL
250X,250X,TGSRTC,3,250X-CHERLAPALLY-TO-CHENGICHERLA DEPOT-CGCL
251,251,TGSRTC,3,251-SHAMSHABAD-TO-KOTI-RJNR
251/5K,251/5K,TGSRTC,3,251/5K-SHAMSHABAD-TO-SECUNDERABAD-RJNR
251/92A,251/92A,TGSRTC,3,251/5K-SHAMSHABAD-TO-SECUNDERABAD-RJNR
251AK,251AK,TGSRTC,3,251AK-ALIKOLTHANDA-TO-MEHDIPATNAM-RJNR
251KW,251KW,TGSRTC,3,251KW-SHAMSHABAD-TO-KOTHWALGUDA_RJNR
251M,251M,TGSRTC,3,251M-MALLAPURTHANDA-TO-SHAMSHABAD-RJNR
251M/A,251M/A,TGSRTC,3,452M/A-AFZALGUNJ-TO-MUCHINTAL-MAHESHVARAMBUSSTOP-MHRM
251P,251P,TGSRTC,3,251P-SHAMSHABAD-TO-PALMAKUL-VIA-JUKAL-MHRM
251R,251R,TGSRTC,3,251-RAJENDERNAGAR DEPOT-TO-SHAMSHABAD
251V,251V,TGSRTC,3,251V-SHAMSHABAD-TO-VARDHAMAN COLLEGE-RJNR
252,252,TGSRTC,3,252-CHERLAPALLY RLY STN-TO-AFZALGUNJ
252NP,252NP,TGSRTC,3,252NP-MAHESHVARAM-TO-NAGIREDDYPALLI-TO-AFZALGUNJ-MHRM
252S,252S,TGSRTC,3,252S-SHANKARAPUR-TO-SECUNDRABAD-FM
253,253,TGSRTC,3,540-AMANGAL-IS ISADAN-MDN
253G,253G,TGSRTC,3,253G-GUDUR-WOMENS COLLEGE-MDN
253I,253I,TGSRTC,3,253I-ISSADAN-TO-MHRM DEPOT -VIA-MAHNKAL-GUTTA-MHRM
253L,253L,TGSRTC,3,253L-MAHESHWARAM DEPOT-TO-LEMUR-MHRM
253M,253M,TGSRTC,3,253M-AFZALGUNJ-TO-MAHESHVARAMDEPOT-MHRM
253M/8,253M/8,TGSRTC,3,253M/8-MAHESWARAM-SECUNDERABAD-MHRM
253T,253T,TGSRTC,3,253T-THUKKUGUDA-TIBCON-TO-PAHADISHERIF-MHRM
253W,253W,TGSRTC,3,253W-WOMENSCOLLEGE-TO-MAHESHWARAM DEPOT-MHRM
254K,254K,TGSRTC,3,254-KONGAKALAN-TO-ISSADAN-MHRM
255,255,TGSRTC,3,255-SHAMSHABAD-TO-THUKKUGUDA-RJNR
25A,25A,TGSRTC,3,25A-SURYANAGAR-TO-SECUNDERABAD-HPT
25A/22,25A/22,TGSRTC,3,25A/22-SURYANAGAR-TO-HAKIMPET-HPT
25A/J,25A/J,TGSRTC,3,25A/J-JONNABANDA-TO-SECUNDERABAD-HPT
25AJ/K,25AJ/K,TGSRTC,3,25AJ/K-KOMPALLY-SECUNDERABD-HPT
25AJ/M,25AJ/M,TGSRTC,3,25M/AJ- SECUNDERABAD TO SECUNDERABAD
25M,25M,TGSRTC,3,25M-SECUNDERABAD-TO-GOPALNAGAR-HPT
25M/22,25M/22,TGSRTC,3,25M/22H-GOPALNAGAR-HPT-HPT
25M/22H,25M/22H,TGSRTC,3,25M/22H-GOPALNAGAR-HPT-HPT
25M/AJ,25M/AJ,TGSRTC,3,25M/AJ- SECUNDERABAD TO SECUNDERABAD
25M/S,25M/S,TGSRTC,3,25M/S-SECUNDERABAD-T0-SARANAGAR-HPT
25P,25P,TGSRTC,3,25P-SECUNDERABAD-TO-PANCHASHEELA ENCLAVE-HPT
25S,25S,TGSRTC,3,5K-MEHDIPATNAM-TO-SECUNDERABAD-JBS-CNT
25S/229,25S/229,TGSRTC,3,25S/229-SECUNDERABAD-T0-MEDCHEL-HPT
25S/281,25S/281,TGSRTC,3,25S/281-SUCHITHRA-TO-GHATKESAR-HPT
26M,26M,TGSRTC,3,26M-SECUNDERABAD-OLDBOWENPALLY-RNG
26N,26N,TGSRTC,3,26N-OLD BOWENPALLY-TO-SECUNDERABAD-RANIGUNJ-RNG
271,271,TGSRTC,3,271-SECUNDERBAD-LALSAHEBGUDA
271J,271J,TGSRTC,3,271J-JEEDIMETLA-LALSAHEBGUDA
272,272,TGSRTC,3,230B-DUNDIGAL-TO-BALNAGAR
272B,272B,TGSRTC,3,29J_JBS_TO_SECUNDRABAD_JDM
272BJ,272BJ,TGSRTC,3,272BJ-JEEDIMETLA-TO-BAHADURPALLY DOBUL BEDROOMSJDM
272D,272D,TGSRTC,3,272D-GANDIMYSAMMA DOUBLE BED ROOMS-TO-SECUNDERABAD-JDM
272DB,272DB,TGSRTC,3,272DB-BAHADURPALLY DOBUL BEDROOMS-TO-SECUNDERABAD-JDM
272G,272G,TGSRTC,3,29J_JBS_TO_SECUNDRABAD_JDM
272G/250C,272G/250C,TGSRTC,3,272G/250C-CHERLAPALLYR RAILWAY STATION-TO-GANDIMAISAMMA-JDM
272GB,272GB,TGSRTC,3,272GS-GUNDLAPOCHAMPALLY-TO-SECUNDERABAD-JDM
